run,process,part,argument,duration
139,index,embed,06 - Redis + Python,0.14402365684509277
139,index,store,06 - Redis + Python,0.016004323959350586
139,index,embed,07 - Document DBs and Mongo,0.3073461055755615
139,index,store,07 - Document DBs and Mongo,0.03923606872558594
139,index,embed,08 - PyMongo,0.0645146369934082
139,index,store,08 - PyMongo,0.008000850677490234
139,index,embed,09 - Introduction to Graph Data Model,0.16903305053710938
139,index,store,09 - Introduction to Graph Data Model,0.021509408950805664
139,index,embed,10 - Neo4j,0.21155285835266113
139,index,store,10 - Neo4j,0.026182889938354492
139,index,embed,11 - AWS Intro,0.16707706451416016
139,index,store,11 - AWS Intro,0.01804828643798828
139,index,embed,12 - EC2 & Lambda,0.20909762382507324
139,index,store,12 - EC2 & Lambda,0.027681350708007812
139,index,embed,B- Trees Notes,0.05973410606384277
139,index,store,B- Trees Notes,0.002991199493408203
139,index,embed,DS4300 Notes E1,0.11453056335449219
139,index,store,DS4300 Notes E1,0.01099705696105957
139,search,embed,What is the capital of France?,0.009001016616821289
139,search,query,What is the capital of France?,0.001999378204345703
139,search,embed,What does the C stand for in ACID?,0.007542610168457031
139,search,query,What does the C stand for in ACID?,0.0009987354278564453
139,search,embed,What type of database is Neo4j?,0.0075457096099853516
139,search,query,What type of database is Neo4j?,0.000997781753540039
139,search,embed,Who created MongoDB?,0.009531974792480469
139,search,query,Who created MongoDB?,0.0009980201721191406
139,search,embed,Which is faster for random access: a linked list or an array?,0.008524894714355469
139,search,query,Which is faster for random access: a linked list or an array?,0.0009982585906982422
140,index,embed,02 - Foundations,0.1540694236755371
140,index,store,02 - Foundations,1.0342609882354736
140,index,embed,03 - Moving Beyond the Relational Model,0.23322677612304688
140,index,store,03 - Moving Beyond the Relational Model,1.7251436710357666
140,index,embed,04 - Data Replication,0.25895142555236816
140,index,store,04 - Data Replication,1.865144968032837
140,index,embed,05 - NoSQL Intro + KV DBs,0.38959670066833496
140,index,store,05 - NoSQL Intro + KV DBs,2.693758964538574
140,index,embed,06 - Redis + Python,0.16113615036010742
140,index,store,06 - Redis + Python,1.1803982257843018
140,index,embed,07 - Document DBs and Mongo,0.33263373374938965
140,index,store,07 - Document DBs and Mongo,2.6458826065063477
140,index,embed,08 - PyMongo,0.06808829307556152
140,index,store,08 - PyMongo,0.5382161140441895
140,index,embed,09 - Introduction to Graph Data Model,0.1947002410888672
140,index,store,09 - Introduction to Graph Data Model,1.7388701438903809
140,index,embed,10 - Neo4j,0.23437237739562988
140,index,store,10 - Neo4j,1.5625381469726562
140,index,embed,11 - AWS Intro,0.18371105194091797
140,index,store,11 - AWS Intro,1.321674108505249
140,index,embed,12 - EC2 & Lambda,0.22106480598449707
140,index,store,12 - EC2 & Lambda,2.0137670040130615
140,index,embed,B- Trees Notes,0.06736016273498535
140,index,store,B- Trees Notes,0.22423744201660156
140,index,embed,DS4300 Notes E1,0.13327860832214355
140,index,store,DS4300 Notes E1,0.490572452545166
140,search,embed,What is the capital of France?,0.009999752044677734
140,search,query,What is the capital of France?,0.0655221939086914
140,search,embed,What does the C stand for in ACID?,0.007050037384033203
140,search,query,What does the C stand for in ACID?,0.054229736328125
140,search,embed,What type of database is Neo4j?,0.0075304508209228516
140,search,query,What type of database is Neo4j?,0.044518232345581055
140,search,embed,Who created MongoDB?,0.007525205612182617
140,search,query,Who created MongoDB?,0.051511526107788086
140,search,embed,Which is faster for random access: a linked list or an array?,0.013091325759887695
140,search,query,Which is faster for random access: a linked list or an array?,0.05057692527770996
141,index,embed,02 - Foundations,0.15451717376708984
141,index,store,02 - Foundations,0.07152414321899414
141,index,embed,03 - Moving Beyond the Relational Model,0.2468254566192627
141,index,store,03 - Moving Beyond the Relational Model,0.11024045944213867
141,index,embed,04 - Data Replication,0.23737525939941406
141,index,store,04 - Data Replication,0.1190953254699707
141,index,embed,05 - NoSQL Intro + KV DBs,0.40149378776550293
141,index,store,05 - NoSQL Intro + KV DBs,0.18183660507202148
141,index,embed,06 - Redis + Python,0.15334010124206543
141,index,store,06 - Redis + Python,0.07201218605041504
141,index,embed,07 - Document DBs and Mongo,0.345109224319458
141,index,store,07 - Document DBs and Mongo,0.16867780685424805
141,index,embed,08 - PyMongo,0.06824755668640137
141,index,store,08 - PyMongo,0.03343319892883301
141,index,embed,09 - Introduction to Graph Data Model,0.18130135536193848
141,index,store,09 - Introduction to Graph Data Model,0.10380339622497559
141,index,embed,10 - Neo4j,0.22881221771240234
141,index,store,10 - Neo4j,0.10499334335327148
141,index,embed,11 - AWS Intro,0.17848706245422363
141,index,store,11 - AWS Intro,0.08552145957946777
141,index,embed,12 - EC2 & Lambda,0.21283841133117676
141,index,store,12 - EC2 & Lambda,0.12334895133972168
141,index,embed,B- Trees Notes,0.057506561279296875
141,index,store,B- Trees Notes,0.015007495880126953
141,index,embed,DS4300 Notes E1,0.1085364818572998
141,index,store,DS4300 Notes E1,0.029987573623657227
141,search,embed,What is the capital of France?,0.008005142211914062
141,search,query,What is the capital of France?,0.6342933177947998
141,search,embed,What does the C stand for in ACID?,0.007539510726928711
141,search,query,What does the C stand for in ACID?,0.011507749557495117
141,search,embed,What type of database is Neo4j?,0.007523775100708008
141,search,query,What type of database is Neo4j?,0.011005640029907227
141,search,embed,Who created MongoDB?,0.008519172668457031
141,search,query,Who created MongoDB?,0.012001514434814453
141,search,embed,Which is faster for random access: a linked list or an array?,0.007539272308349609
141,search,query,Which is faster for random access: a linked list or an array?,0.010998725891113281
142,index,embed,02 - Foundations,0.7584593296051025
142,index,store,02 - Foundations,0.015997648239135742
142,index,embed,03 - Moving Beyond the Relational Model,1.104928970336914
142,index,store,03 - Moving Beyond the Relational Model,0.026616334915161133
142,index,embed,04 - Data Replication,1.0962696075439453
142,index,store,04 - Data Replication,0.03300166130065918
142,index,embed,05 - NoSQL Intro + KV DBs,1.6859190464019775
142,index,store,05 - NoSQL Intro + KV DBs,0.047562360763549805
142,index,embed,06 - Redis + Python,0.7268016338348389
142,index,store,06 - Redis + Python,0.0201566219329834
142,index,embed,07 - Document DBs and Mongo,1.4375319480895996
142,index,store,07 - Document DBs and Mongo,0.04352593421936035
142,index,embed,08 - PyMongo,0.3249680995941162
142,index,store,08 - PyMongo,0.007994890213012695
142,index,embed,09 - Introduction to Graph Data Model,0.8503718376159668
142,index,store,09 - Introduction to Graph Data Model,0.03194594383239746
142,index,embed,10 - Neo4j,1.0886547565460205
142,index,store,10 - Neo4j,0.03146171569824219
142,index,embed,11 - AWS Intro,0.8192727565765381
142,index,store,11 - AWS Intro,0.025960206985473633
142,index,embed,12 - EC2 & Lambda,0.9389290809631348
142,index,store,12 - EC2 & Lambda,0.0364689826965332
142,index,embed,B- Trees Notes,0.32634711265563965
142,index,store,B- Trees Notes,0.005107402801513672
142,index,embed,DS4300 Notes E1,0.6861798763275146
142,index,store,DS4300 Notes E1,0.010000944137573242
142,search,embed,What is the capital of France?,0.03689932823181152
142,search,query,What is the capital of France?,0.0009992122650146484
142,search,embed,What does the C stand for in ACID?,0.035370826721191406
142,search,query,What does the C stand for in ACID?,0.0015726089477539062
142,search,embed,What type of database is Neo4j?,0.03713107109069824
142,search,query,What type of database is Neo4j?,0.0020012855529785156
142,search,embed,Who created MongoDB?,0.03204679489135742
142,search,query,Who created MongoDB?,0.001997232437133789
142,search,embed,Which is faster for random access: a linked list or an array?,0.0305330753326416
142,search,query,Which is faster for random access: a linked list or an array?,0.001996755599975586
143,index,embed,02 - Foundations,0.7091305255889893
143,index,store,02 - Foundations,1.085862159729004
143,index,embed,03 - Moving Beyond the Relational Model,1.1548912525177002
143,index,store,03 - Moving Beyond the Relational Model,1.7926256656646729
143,index,embed,04 - Data Replication,1.0477831363677979
143,index,store,04 - Data Replication,1.9182326793670654
143,index,embed,05 - NoSQL Intro + KV DBs,1.7723705768585205
143,index,store,05 - NoSQL Intro + KV DBs,2.8743739128112793
143,index,embed,06 - Redis + Python,0.7545983791351318
143,index,store,06 - Redis + Python,1.0703248977661133
143,index,embed,07 - Document DBs and Mongo,1.5095064640045166
143,index,store,07 - Document DBs and Mongo,2.729858875274658
143,index,embed,08 - PyMongo,0.33939099311828613
143,index,store,08 - PyMongo,0.55155348777771
143,index,embed,09 - Introduction to Graph Data Model,0.882427453994751
143,index,store,09 - Introduction to Graph Data Model,1.7048711776733398
143,index,embed,10 - Neo4j,1.064746618270874
143,index,store,10 - Neo4j,1.7204539775848389
143,index,embed,11 - AWS Intro,0.844186544418335
143,index,store,11 - AWS Intro,1.4547650814056396
143,index,embed,12 - EC2 & Lambda,1.0426547527313232
143,index,store,12 - EC2 & Lambda,2.0430712699890137
143,index,embed,B- Trees Notes,0.3186171054840088
143,index,store,B- Trees Notes,0.25702571868896484
143,index,embed,DS4300 Notes E1,0.6503143310546875
143,index,store,DS4300 Notes E1,0.48565053939819336
143,search,embed,What is the capital of France?,0.03728985786437988
143,search,query,What is the capital of France?,0.06526732444763184
143,search,embed,What does the C stand for in ACID?,0.03401017189025879
143,search,query,What does the C stand for in ACID?,0.04550576210021973
143,search,embed,What type of database is Neo4j?,0.04369044303894043
143,search,query,What type of database is Neo4j?,0.05035567283630371
143,search,embed,Who created MongoDB?,0.03074193000793457
143,search,query,Who created MongoDB?,0.04750871658325195
143,search,embed,Which is faster for random access: a linked list or an array?,0.034539222717285156
143,search,query,Which is faster for random access: a linked list or an array?,0.05351066589355469
144,index,embed,02 - Foundations,0.6540815830230713
144,index,store,02 - Foundations,0.07399559020996094
144,index,embed,03 - Moving Beyond the Relational Model,1.134725570678711
144,index,store,03 - Moving Beyond the Relational Model,0.11008715629577637
144,index,embed,04 - Data Replication,1.1027140617370605
144,index,store,04 - Data Replication,0.11578655242919922
144,index,embed,05 - NoSQL Intro + KV DBs,1.9619803428649902
144,index,store,05 - NoSQL Intro + KV DBs,0.1748974323272705
144,index,embed,06 - Redis + Python,0.7176096439361572
144,index,store,06 - Redis + Python,0.06813764572143555
144,index,embed,07 - Document DBs and Mongo,1.4982006549835205
144,index,store,07 - Document DBs and Mongo,0.163590669631958
144,index,embed,08 - PyMongo,0.31751012802124023
144,index,store,08 - PyMongo,0.033013343811035156
144,index,embed,09 - Introduction to Graph Data Model,0.805729866027832
144,index,store,09 - Introduction to Graph Data Model,0.10457730293273926
144,index,embed,10 - Neo4j,1.0318584442138672
144,index,store,10 - Neo4j,0.10619640350341797
144,index,embed,11 - AWS Intro,0.9116086959838867
144,index,store,11 - AWS Intro,0.0828254222869873
144,index,embed,12 - EC2 & Lambda,1.0160257816314697
144,index,store,12 - EC2 & Lambda,0.12365341186523438
144,index,embed,B- Trees Notes,0.30559706687927246
144,index,store,B- Trees Notes,0.013991832733154297
144,index,embed,DS4300 Notes E1,0.6626098155975342
144,index,store,DS4300 Notes E1,0.02850794792175293
144,search,embed,What is the capital of France?,0.03452014923095703
144,search,query,What is the capital of France?,0.8336074352264404
144,search,embed,What does the C stand for in ACID?,0.03500723838806152
144,search,query,What does the C stand for in ACID?,0.012000799179077148
144,search,embed,What type of database is Neo4j?,0.031113624572753906
144,search,query,What type of database is Neo4j?,0.012000322341918945
144,search,embed,Who created MongoDB?,0.02852916717529297
144,search,query,Who created MongoDB?,0.011007547378540039
144,search,embed,Which is faster for random access: a linked list or an array?,0.03452348709106445
144,search,query,Which is faster for random access: a linked list or an array?,0.010999917984008789
145,index,embed,02 - Foundations,0.16691160202026367
145,index,store,02 - Foundations,0.009346723556518555
145,index,embed,03 - Moving Beyond the Relational Model,0.280102014541626
145,index,store,03 - Moving Beyond the Relational Model,0.01352071762084961
145,index,embed,04 - Data Replication,0.3486917018890381
145,index,store,04 - Data Replication,0.015150070190429688
145,index,embed,05 - NoSQL Intro + KV DBs,0.5124063491821289
145,index,store,05 - NoSQL Intro + KV DBs,0.022990703582763672
145,index,embed,06 - Redis + Python,0.19935870170593262
145,index,store,06 - Redis + Python,0.008869647979736328
145,index,embed,07 - Document DBs and Mongo,0.44245243072509766
145,index,store,07 - Document DBs and Mongo,0.02449941635131836
145,index,embed,08 - PyMongo,0.10179972648620605
145,index,store,08 - PyMongo,0.0036406517028808594
145,index,embed,09 - Introduction to Graph Data Model,0.2742629051208496
145,index,store,09 - Introduction to Graph Data Model,0.013469696044921875
145,index,embed,10 - Neo4j,0.3146834373474121
145,index,store,10 - Neo4j,0.014435052871704102
145,index,embed,11 - AWS Intro,0.24852299690246582
145,index,store,11 - AWS Intro,0.013401985168457031
145,index,embed,12 - EC2 & Lambda,0.34390926361083984
145,index,store,12 - EC2 & Lambda,0.015086889266967773
145,index,embed,B- Trees Notes,0.051041364669799805
145,index,store,B- Trees Notes,0.003579854965209961
145,index,embed,DS4300 Notes E1,0.08361625671386719
145,index,store,DS4300 Notes E1,0.005604743957519531
145,search,embed,What is the capital of France?,0.016028881072998047
145,search,query,What is the capital of France?,0.0010061264038085938
145,search,embed,What does the C stand for in ACID?,0.011979341506958008
145,search,query,What does the C stand for in ACID?,0.0010089874267578125
145,search,embed,What type of database is Neo4j?,0.024062633514404297
145,search,query,What type of database is Neo4j?,0.0010075569152832031
145,search,embed,Who created MongoDB?,0.011512041091918945
145,search,query,Who created MongoDB?,0.0015225410461425781
145,search,embed,Which is faster for random access: a linked list or an array?,0.02396702766418457
145,search,query,Which is faster for random access: a linked list or an array?,0.0015540122985839844
146,index,embed,02 - Foundations,0.15920448303222656
146,index,store,02 - Foundations,1.1300535202026367
146,index,embed,03 - Moving Beyond the Relational Model,0.5163640975952148
146,index,store,03 - Moving Beyond the Relational Model,1.6849217414855957
146,index,embed,04 - Data Replication,1.0253963470458984
146,index,store,04 - Data Replication,1.8850743770599365
146,index,embed,05 - NoSQL Intro + KV DBs,1.5996263027191162
146,index,store,05 - NoSQL Intro + KV DBs,2.7361743450164795
146,index,embed,06 - Redis + Python,0.640230655670166
146,index,store,06 - Redis + Python,1.1602988243103027
146,index,embed,07 - Document DBs and Mongo,1.4425795078277588
146,index,store,07 - Document DBs and Mongo,2.6341118812561035
146,index,embed,08 - PyMongo,0.29262375831604004
146,index,store,08 - PyMongo,0.45140647888183594
146,index,embed,09 - Introduction to Graph Data Model,0.8597743511199951
146,index,store,09 - Introduction to Graph Data Model,1.7151660919189453
146,index,embed,10 - Neo4j,0.9731719493865967
146,index,store,10 - Neo4j,1.6831600666046143
146,index,embed,11 - AWS Intro,0.7658236026763916
146,index,store,11 - AWS Intro,1.4507277011871338
146,index,embed,12 - EC2 & Lambda,1.0579726696014404
146,index,store,12 - EC2 & Lambda,2.1091842651367188
146,index,embed,B- Trees Notes,0.22178053855895996
146,index,store,B- Trees Notes,0.20617365837097168
146,index,embed,DS4300 Notes E1,0.23545622825622559
146,index,store,DS4300 Notes E1,0.48089027404785156
146,search,embed,What is the capital of France?,0.025255441665649414
146,search,query,What is the capital of France?,0.057724714279174805
146,search,embed,What does the C stand for in ACID?,0.012148618698120117
146,search,query,What does the C stand for in ACID?,0.05212593078613281
146,search,embed,What type of database is Neo4j?,0.016208648681640625
146,search,query,What type of database is Neo4j?,0.05383443832397461
146,search,embed,Who created MongoDB?,0.01533651351928711
146,search,query,Who created MongoDB?,0.052663564682006836
146,search,embed,Which is faster for random access: a linked list or an array?,0.011538505554199219
146,search,query,Which is faster for random access: a linked list or an array?,0.053215980529785156
147,index,embed,02 - Foundations,0.1838390827178955
147,index,store,02 - Foundations,0.052541255950927734
147,index,embed,03 - Moving Beyond the Relational Model,0.2673461437225342
147,index,store,03 - Moving Beyond the Relational Model,0.07871103286743164
147,index,embed,04 - Data Replication,0.3292088508605957
147,index,store,04 - Data Replication,0.0750737190246582
147,index,embed,05 - NoSQL Intro + KV DBs,0.43703126907348633
147,index,store,05 - NoSQL Intro + KV DBs,0.1211397647857666
147,index,embed,06 - Redis + Python,0.19486665725708008
147,index,store,06 - Redis + Python,0.04927563667297363
147,index,embed,07 - Document DBs and Mongo,0.5029330253601074
147,index,store,07 - Document DBs and Mongo,0.11292862892150879
147,index,embed,08 - PyMongo,0.11959171295166016
147,index,store,08 - PyMongo,0.025458812713623047
147,index,embed,09 - Introduction to Graph Data Model,0.353975772857666
147,index,store,09 - Introduction to Graph Data Model,0.07269549369812012
147,index,embed,10 - Neo4j,0.3105170726776123
147,index,store,10 - Neo4j,0.07159709930419922
147,index,embed,11 - AWS Intro,0.29161691665649414
147,index,store,11 - AWS Intro,0.06074404716491699
147,index,embed,12 - EC2 & Lambda,0.37606334686279297
147,index,store,12 - EC2 & Lambda,0.08466601371765137
147,index,embed,B- Trees Notes,0.05711245536804199
147,index,store,B- Trees Notes,0.010101318359375
147,index,embed,DS4300 Notes E1,0.10924053192138672
147,index,store,DS4300 Notes E1,0.021164417266845703
147,search,embed,What is the capital of France?,0.02279520034790039
147,search,query,What is the capital of France?,0.6326537132263184
147,search,embed,What does the C stand for in ACID?,0.011172056198120117
147,search,query,What does the C stand for in ACID?,0.009531021118164062
147,search,embed,What type of database is Neo4j?,0.015913963317871094
147,search,query,What type of database is Neo4j?,0.010529041290283203
147,search,embed,Who created MongoDB?,0.02622509002685547
147,search,query,Who created MongoDB?,0.009538650512695312
147,search,embed,Which is faster for random access: a linked list or an array?,0.02521967887878418
147,search,query,Which is faster for random access: a linked list or an array?,0.010084152221679688
148,index,embed,02 - Foundations,0.15087556838989258
148,index,store,02 - Foundations,0.014655590057373047
148,index,embed,03 - Moving Beyond the Relational Model,0.2646057605743408
148,index,store,03 - Moving Beyond the Relational Model,0.026013612747192383
148,index,embed,04 - Data Replication,0.2656254768371582
148,index,store,04 - Data Replication,0.0287172794342041
148,index,embed,05 - NoSQL Intro + KV DBs,0.3693959712982178
148,index,store,05 - NoSQL Intro + KV DBs,0.04185342788696289
148,index,embed,06 - Redis + Python,0.15753769874572754
148,index,store,06 - Redis + Python,0.01848602294921875
148,index,embed,07 - Document DBs and Mongo,0.30748677253723145
148,index,store,07 - Document DBs and Mongo,0.04095792770385742
148,index,embed,08 - PyMongo,0.07023882865905762
148,index,store,08 - PyMongo,0.008058547973632812
148,index,embed,09 - Introduction to Graph Data Model,0.17560315132141113
148,index,store,09 - Introduction to Graph Data Model,0.02600693702697754
148,index,embed,10 - Neo4j,0.2211601734161377
148,index,store,10 - Neo4j,0.025995969772338867
148,index,embed,11 - AWS Intro,0.16804122924804688
148,index,store,11 - AWS Intro,0.023670196533203125
148,index,embed,12 - EC2 & Lambda,0.2088162899017334
148,index,store,12 - EC2 & Lambda,0.026480436325073242
148,index,embed,B- Trees Notes,0.05947256088256836
148,index,store,B- Trees Notes,0.00299835205078125
148,index,embed,DS4300 Notes E1,0.12552952766418457
148,index,store,DS4300 Notes E1,0.00799250602722168
148,search,embed,What is the capital of France?,0.007515668869018555
148,search,query,What is the capital of France?,0.0009980201721191406
148,search,embed,What does the C stand for in ACID?,0.00654292106628418
148,search,query,What does the C stand for in ACID?,0.0019979476928710938
148,search,embed,What type of database is Neo4j?,0.0075435638427734375
148,search,query,What type of database is Neo4j?,0.0009989738464355469
148,search,embed,Who created MongoDB?,0.007382392883300781
148,search,query,Who created MongoDB?,0.0015735626220703125
148,search,embed,Which is faster for random access: a linked list or an array?,0.009532690048217773
148,search,query,Which is faster for random access: a linked list or an array?,0.0010044574737548828
149,index,embed,02 - Foundations,0.15065670013427734
149,index,store,02 - Foundations,1.0820579528808594
149,index,embed,03 - Moving Beyond the Relational Model,0.258958101272583
149,index,store,03 - Moving Beyond the Relational Model,1.805182695388794
149,index,embed,04 - Data Replication,0.24398326873779297
149,index,store,04 - Data Replication,1.9606351852416992
149,index,embed,05 - NoSQL Intro + KV DBs,0.4024534225463867
149,index,store,05 - NoSQL Intro + KV DBs,2.806731939315796
149,index,embed,06 - Redis + Python,0.16703271865844727
149,index,store,06 - Redis + Python,1.169506549835205
149,index,embed,07 - Document DBs and Mongo,0.339369535446167
149,index,store,07 - Document DBs and Mongo,2.672450065612793
149,index,embed,08 - PyMongo,0.07067155838012695
149,index,store,08 - PyMongo,0.556210994720459
149,index,embed,09 - Introduction to Graph Data Model,0.1902613639831543
149,index,store,09 - Introduction to Graph Data Model,1.7766356468200684
149,index,embed,10 - Neo4j,0.24161291122436523
149,index,store,10 - Neo4j,1.7035071849822998
149,index,embed,11 - AWS Intro,0.19617414474487305
149,index,store,11 - AWS Intro,1.3860626220703125
149,index,embed,12 - EC2 & Lambda,0.22940492630004883
149,index,store,12 - EC2 & Lambda,2.0153374671936035
149,index,embed,B- Trees Notes,0.06551933288574219
149,index,store,B- Trees Notes,0.20402884483337402
149,index,embed,DS4300 Notes E1,0.13467955589294434
149,index,store,DS4300 Notes E1,0.4783475399017334
149,search,embed,What is the capital of France?,0.008999347686767578
149,search,query,What is the capital of France?,0.05415940284729004
149,search,embed,What does the C stand for in ACID?,0.007529497146606445
149,search,query,What does the C stand for in ACID?,0.050514936447143555
149,search,embed,What type of database is Neo4j?,0.006533145904541016
149,search,query,What type of database is Neo4j?,0.04655718803405762
149,search,embed,Who created MongoDB?,0.007528781890869141
149,search,query,Who created MongoDB?,0.04551362991333008
149,search,embed,Which is faster for random access: a linked list or an array?,0.007537364959716797
149,search,query,Which is faster for random access: a linked list or an array?,0.04806399345397949
150,index,embed,02 - Foundations,0.14451837539672852
150,index,store,02 - Foundations,0.07152557373046875
150,index,embed,03 - Moving Beyond the Relational Model,0.23205804824829102
150,index,store,03 - Moving Beyond the Relational Model,0.11723613739013672
150,index,embed,04 - Data Replication,0.2630593776702881
150,index,store,04 - Data Replication,0.13386750221252441
150,index,embed,05 - NoSQL Intro + KV DBs,0.41222143173217773
150,index,store,05 - NoSQL Intro + KV DBs,0.1881566047668457
150,index,embed,06 - Redis + Python,0.15763425827026367
150,index,store,06 - Redis + Python,0.06949305534362793
150,index,embed,07 - Document DBs and Mongo,0.31061768531799316
150,index,store,07 - Document DBs and Mongo,0.16579771041870117
150,index,embed,08 - PyMongo,0.06955623626708984
150,index,store,08 - PyMongo,0.03351879119873047
150,index,embed,09 - Introduction to Graph Data Model,0.18507051467895508
150,index,store,09 - Introduction to Graph Data Model,0.10300135612487793
150,index,embed,10 - Neo4j,0.2225179672241211
150,index,store,10 - Neo4j,0.10145878791809082
150,index,embed,11 - AWS Intro,0.18480944633483887
150,index,store,11 - AWS Intro,0.08537864685058594
150,index,embed,12 - EC2 & Lambda,0.22622323036193848
150,index,store,12 - EC2 & Lambda,0.12251687049865723
150,index,embed,B- Trees Notes,0.06060075759887695
150,index,store,B- Trees Notes,0.014511823654174805
150,index,embed,DS4300 Notes E1,0.14517664909362793
150,index,store,DS4300 Notes E1,0.029345273971557617
150,search,embed,What is the capital of France?,0.008000850677490234
150,search,query,What is the capital of France?,1.0383832454681396
150,search,embed,What does the C stand for in ACID?,0.007010936737060547
150,search,query,What does the C stand for in ACID?,0.013004302978515625
150,search,embed,What type of database is Neo4j?,0.0075266361236572266
150,search,query,What type of database is Neo4j?,0.011503458023071289
150,search,embed,Who created MongoDB?,0.007526397705078125
150,search,query,Who created MongoDB?,0.011995553970336914
150,search,embed,Which is faster for random access: a linked list or an array?,0.0075380802154541016
150,search,query,Which is faster for random access: a linked list or an array?,0.012761592864990234
151,index,embed,02 - Foundations,0.7905457019805908
151,index,store,02 - Foundations,0.018987655639648438
151,index,embed,03 - Moving Beyond the Relational Model,1.1014962196350098
151,index,store,03 - Moving Beyond the Relational Model,0.027971267700195312
151,index,embed,04 - Data Replication,1.1112804412841797
151,index,store,04 - Data Replication,0.029321670532226562
151,index,embed,05 - NoSQL Intro + KV DBs,1.8544902801513672
151,index,store,05 - NoSQL Intro + KV DBs,0.046001434326171875
151,index,embed,06 - Redis + Python,0.7756853103637695
151,index,store,06 - Redis + Python,0.020492076873779297
151,index,embed,07 - Document DBs and Mongo,1.5704469680786133
151,index,store,07 - Document DBs and Mongo,0.046556949615478516
151,index,embed,08 - PyMongo,0.34078145027160645
151,index,store,08 - PyMongo,0.010001897811889648
151,index,embed,09 - Introduction to Graph Data Model,0.8597762584686279
151,index,store,09 - Introduction to Graph Data Model,0.03623604774475098
151,index,embed,10 - Neo4j,1.0645129680633545
151,index,store,10 - Neo4j,0.03002786636352539
151,index,embed,11 - AWS Intro,0.8599803447723389
151,index,store,11 - AWS Intro,0.026572465896606445
151,index,embed,12 - EC2 & Lambda,1.0069341659545898
151,index,store,12 - EC2 & Lambda,0.03790116310119629
151,index,embed,B- Trees Notes,0.36936402320861816
151,index,store,B- Trees Notes,0.0045773983001708984
151,index,embed,DS4300 Notes E1,0.7380938529968262
151,index,store,DS4300 Notes E1,0.010561227798461914
151,search,embed,What is the capital of France?,0.03200101852416992
151,search,query,What is the capital of France?,0.001001596450805664
151,search,embed,What does the C stand for in ACID?,0.03608560562133789
151,search,query,What does the C stand for in ACID?,0.0009968280792236328
151,search,embed,What type of database is Neo4j?,0.03353261947631836
151,search,query,What type of database is Neo4j?,0.001997709274291992
151,search,embed,Who created MongoDB?,0.029531478881835938
151,search,query,Who created MongoDB?,0.0019953250885009766
151,search,embed,Which is faster for random access: a linked list or an array?,0.03154921531677246
151,search,query,Which is faster for random access: a linked list or an array?,0.001995563507080078
152,index,embed,02 - Foundations,0.747736930847168
152,index,store,02 - Foundations,1.0273056030273438
152,index,embed,03 - Moving Beyond the Relational Model,1.1785190105438232
152,index,store,03 - Moving Beyond the Relational Model,1.7738332748413086
152,index,embed,04 - Data Replication,1.1331303119659424
152,index,store,04 - Data Replication,1.8715245723724365
152,index,embed,05 - NoSQL Intro + KV DBs,1.8910977840423584
152,index,store,05 - NoSQL Intro + KV DBs,2.878845691680908
152,index,embed,06 - Redis + Python,0.7919449806213379
152,index,store,06 - Redis + Python,1.0871996879577637
152,index,embed,07 - Document DBs and Mongo,1.6256756782531738
152,index,store,07 - Document DBs and Mongo,2.6564693450927734
152,index,embed,08 - PyMongo,0.34580254554748535
152,index,store,08 - PyMongo,0.5124621391296387
152,index,embed,09 - Introduction to Graph Data Model,0.8542726039886475
152,index,store,09 - Introduction to Graph Data Model,1.5448176860809326
152,index,embed,10 - Neo4j,1.1368224620819092
152,index,store,10 - Neo4j,1.5727150440216064
152,index,embed,11 - AWS Intro,0.8946249485015869
152,index,store,11 - AWS Intro,1.437873125076294
152,index,embed,12 - EC2 & Lambda,1.0613274574279785
152,index,store,12 - EC2 & Lambda,2.10085129737854
152,index,embed,B- Trees Notes,0.34771251678466797
152,index,store,B- Trees Notes,0.11200666427612305
152,index,embed,DS4300 Notes E1,0.7447576522827148
152,index,store,DS4300 Notes E1,0.4736466407775879
152,search,embed,What is the capital of France?,0.035552024841308594
152,search,query,What is the capital of France?,0.06000185012817383
152,search,embed,What does the C stand for in ACID?,0.03455162048339844
152,search,query,What does the C stand for in ACID?,0.05300283432006836
152,search,embed,What type of database is Neo4j?,0.03362393379211426
152,search,query,What type of database is Neo4j?,0.05200362205505371
152,search,embed,Who created MongoDB?,0.03253507614135742
152,search,query,Who created MongoDB?,0.05004096031188965
152,search,embed,Which is faster for random access: a linked list or an array?,0.03478217124938965
152,search,query,Which is faster for random access: a linked list or an array?,0.05100131034851074
153,index,embed,02 - Foundations,0.7295663356781006
153,index,store,02 - Foundations,0.06905913352966309
153,index,embed,03 - Moving Beyond the Relational Model,1.1625635623931885
153,index,store,03 - Moving Beyond the Relational Model,0.1065373420715332
153,index,embed,04 - Data Replication,1.0916471481323242
153,index,store,04 - Data Replication,0.1144108772277832
153,index,embed,05 - NoSQL Intro + KV DBs,1.810462474822998
153,index,store,05 - NoSQL Intro + KV DBs,0.17402362823486328
153,index,embed,06 - Redis + Python,0.7444350719451904
153,index,store,06 - Redis + Python,0.06752395629882812
153,index,embed,07 - Document DBs and Mongo,1.5829696655273438
153,index,store,07 - Document DBs and Mongo,0.1659238338470459
153,index,embed,08 - PyMongo,0.33364391326904297
153,index,store,08 - PyMongo,0.03251504898071289
